40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,1
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,0
40,0.00046,0.00046,500000,1
40,0.00046,0.00046,500000,0
